condition12.thisRepN,condition12.thisTrialN,condition12.thisN,condition12.thisIndex,condition11.thisRepN,condition11.thisTrialN,condition11.thisN,condition11.thisIndex,condition10.thisRepN,condition10.thisTrialN,condition10.thisN,condition10.thisIndex,condition9.thisRepN,condition9.thisTrialN,condition9.thisN,condition9.thisIndex,condition8.thisRepN,condition8.thisTrialN,condition8.thisN,condition8.thisIndex,condition7.thisRepN,condition7.thisTrialN,condition7.thisN,condition7.thisIndex,condition6.thisRepN,condition6.thisTrialN,condition6.thisN,condition6.thisIndex,condition5.thisRepN,condition5.thisTrialN,condition5.thisN,condition5.thisIndex,condition4.thisRepN,condition4.thisTrialN,condition4.thisN,condition4.thisIndex,condition3.thisRepN,condition3.thisTrialN,condition3.thisN,condition3.thisIndex,condition2.thisRepN,condition2.thisTrialN,condition2.thisN,condition2.thisIndex,condition1.thisRepN,condition1.thisTrialN,condition1.thisN,condition1.thisIndex,thisRow.t,notes,InsFrame.started,key_resp.started,InsFrame.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prepare.started,condition,key_resp_6.started,ins_1back.started,pic_01png_2.started,prepare.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Stim.started,ans,image_bac.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,feedback.started,image_bac_2.started,msg_response.started,fixation_img.started,feedback.stopped,image_bac_2.stopped,msg_response.stopped,fixation_img.stopped,ins_2back.started,pic_02png_2.started,thanks.started,text_3.started,key_resp_3.started,thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,年级,班级,性别,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.88057974800086,,,,,,,,,,,,,,,,,105.86297423100041,j,105.88057974800086,106.54715433100046,j,1,0.6706109979995745,None,106.54834658500022,106.56497170500006,106.56497170500006,106.56497170500006,107.06166749100066,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0806051920008,,,,,,,,,,,,,,,,,107.06212524000057,j,107.0806051920008,107.78094280000005,j,1,0.7042168320003839,None,107.7824020370008,107.80073685900061,107.80073685900061,107.80073685900061,108.29480908700043,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.31374809700083,,,,,,,,,,,,,,,,,108.29529133899996,j,108.31374809700083,108.79528542300068,j,1,0.4830841060002058,None,108.79599163500006,108.81130402800045,108.81130402800045,108.81130402800045,109.29471003500021,109.31436876200041,109.31436876200041,109.31436876200041,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.31436876200041,,,,,,,,,,,,,,,,,109.29515826500028,j,109.31436876200041,109.82867857600013,j,1,0.5196860889991513,None,109.8293833430007,109.84440970000014,109.84440970000014,109.84440970000014,110.32796796100047,110.34750624300068,110.34750624300068,110.34750624300068,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.34750624300068,,,,,,,,,,,,,,,,,110.32842202200027,j,110.34750624300068,110.86215539300065,j,1,0.5175740919994496,None,110.86287529100082,110.879028329,110.879028329,110.879028329,111.37768530300036,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.3957838870001,,,,,,,,,,,,,,,,,111.37818982099998,j,111.3957838870001,112.09609424500013,j,1,0.7027469479999127,None,112.09686032700029,112.11154280400024,112.11154280400024,112.11154280400024,112.59463895500085,112.61367852100011,112.61367852100011,112.61367852100011,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.61367852100011,,,,,,,,,,,,,,,,,112.59510043700084,j,112.61367852100011,113.23240278100002,j,1,0.6108828149999681,None,113.23323523600084,113.24600836800073,113.24600836800073,113.24600836800073,113.74379982100072,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.76144611900054,,,,,,,,,,,,,,,,,113.74426025600042,j,113.76144611900054,114.26301298800081,j,1,0.49861383799998293,None,114.26372741000068,114.27783051300048,114.27783051300048,114.27783051300048,114.76160356500077,114.77911483300068,114.77911483300068,114.77911483300068,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.77911483300068,,,,,,,,,,,,,,,,,114.76204515800055,j,114.77911483300068,115.36345742600042,j,1,0.577593214999979,None,115.36424573900058,115.37764249500015,115.37764249500015,115.37764249500015,115.86153014900083,115.87983479700051,115.87983479700051,115.87983479700051,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.87983479700051,,,,,,,,,,,,,,,,,115.86198482100008,j,115.87983479700051,116.34666562100028,j,1,0.46666024400019523,None,116.34755547000077,116.3642120100003,116.3642120100003,116.3642120100003,116.86091060500075,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.879057053,,,,,,,,,,,,,,,,,116.86135965200083,j,116.879057053,117.3624080440004,j,1,0.4908202970000275,None,117.36312543300028,117.37807061100011,117.37807061100011,117.37807061100011,117.86188848100028,117.87965895300022,117.87965895300022,117.87965895300022,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.87965895300022,,,,,,,,,,,,,,,,,117.86233380800059,f,117.87965895300022,118.59670566300065,f,1,0.7265131370004383,None,118.59762628500084,118.61342849700031,118.61342849700031,118.61342849700031,119.11087882500033,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.11094344000048,"{'i=': 9, 'n=': 1, 'len=': 18, 'fix=': 9}",119.12682113700066,119.12682113700066,119.12682113700066,120.77951738200045,space,1.641613208000308,None,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.80319961800069,,,,,,,,,,,,,,,,,120.78077590900011,f,120.80319961800069,121.61354530600056,f,1,0.8238968200003001,None,121.61451641200074,121.6304160970003,121.6304160970003,121.6304160970003,122.12783876600042,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.14671642600024,,,,,,,,,,,,,,,,,122.12831466400075,j,122.14671642600024,122.79611422000016,j,1,0.6601062049994653,None,122.79684285200074,122.81193014100063,122.81193014100063,122.81193014100063,123.29553232300077,123.31477358300072,123.31477358300072,123.31477358300072,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.31477358300072,,,,,,,,,,,,,,,,,123.2960154020002,j,123.31477358300072,123.87929462100055,j,1,0.5758036149991312,None,123.88000514600026,123.89560203100064,123.89560203100064,123.89560203100064,124.3945567740002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.41379889500058,,,,,,,,,,,,,,,,,124.39503901400076,j,124.41379889500058,125.01191080200078,j,1,0.5951622709999356,None,125.01261979400078,125.02707698000086,125.02707698000086,125.02707698000086,125.51200909400086,125.52975221400084,125.52975221400084,125.52975221400084,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.52975221400084,,,,,,,,,,,,,,,,,125.51245399400068,j,125.52975221400084,126.1459890390006,j,1,0.61322949300029,None,126.1466994070006,126.16148969900041,126.16148969900041,126.16148969900041,126.64460899900041,126.66340858100011,126.66340858100011,126.66340858100011,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.66340858100011,,,,,,,,,,,,,,,,,126.64506044600057,j,126.66340858100011,127.14521545400021,j,1,0.48716253399925336,None,127.14592255700063,127.16148501400039,127.16148501400039,127.16148501400039,127.64508693000062,127.6625812430002,127.6625812430002,127.6625812430002,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.6625812430002,,,,,,,,,,,,,,,,,127.6455701190007,f,127.6625812430002,128.39614228100072,f,1,0.7395332509995569,None,128.39686414800053,128.42583793000085,128.42583793000085,128.42583793000085,128.9106583060002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.92866175400013,,,,,,,,,,,,,,,,,128.911141691,j,128.92866175400013,129.52938522100067,j,1,0.6060307749994536,None,129.53018568800053,129.54591174300003,129.54591174300003,129.54591174300003,130.04406429900064,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.06231079400004,,,,,,,,,,,,,,,,,130.04453710800044,f,130.06231079400004,130.81259232400043,f,1,0.7455322649993832,None,130.81363284800045,130.8296300710008,130.8296300710008,130.8296300710008,131.3273316450004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.34601021800063,,,,,,,,,,,,,,,,,131.32779744400068,j,131.34601021800063,131.89489956000034,j,1,0.551399849999143,None,131.8956085640002,131.91083679300027,131.91083679300027,131.91083679300027,132.39457153200055,132.41279191500053,132.41279191500053,132.41279191500053,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.41279191500053,,,,,,,,,,,,,,,,,132.39502809700025,j,132.41279191500053,133.02850575700086,j,1,0.6178679410004406,None,133.02921728,133.04462037100075,133.04462037100075,133.04462037100075,133.52853570600018,133.55161910300012,133.55161910300012,133.55161910300012,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.55161910300012,,,,,,,,,,,,,,,,,133.52900282500013,j,133.55161910300012,134.2628279240007,j,1,0.7261484199998449,None,134.2635805510008,134.27912864300015,134.27912864300015,134.27912864300015,134.7772482650007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.79482451000058,,,,,,,,,,,,,,,,,134.7777076600005,j,134.79482451000058,135.3616845360002,j,1,0.566356727999846,None,135.36239480300083,135.37786763000076,135.37786763000076,135.37786763000076,135.86193711600026,135.88053617900005,135.88053617900005,135.88053617900005,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.88053617900005,,,,,,,,,,,,,,,,,135.8623982150002,j,135.88053617900005,136.51218966000033,j,1,0.6324446109993005,None,136.51292563700008,136.5278202570007,136.5278202570007,136.5278202570007,137.0272559040004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.04703164000057,,,,,,,,,,,,,,,,,137.0277415770006,j,137.04703164000057,137.56328862400005,j,1,0.5226272590007284,None,137.56402165300005,137.5809918670002,137.5809918670002,137.5809918670002,138.0776871470007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0961913730007,,,,,,,,,,,,,,,,,138.07816602800085,f,138.0961913730007,138.74728431700078,j,0,0.6515421540007083,None,138.74894775600023,138.76711914099997,138.76711914099997,138.76711914099997,139.26000464500066,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.27949252000053,,,,,,,,,,,,,,,,,139.2605425540005,j,139.27949252000053,139.8441921070007,j,1,0.5614819930005979,None,139.84490377900056,139.86073458400006,139.86073458400006,139.86073458400006,140.34443855900008,140.36356806300046,140.36356806300046,140.36356806300046,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.36356806300046,,,,,,,,,,,,,,,,,140.34491834900018,j,140.36356806300046,140.92819180400056,j,1,0.5690402989994254,None,140.92890112200075,140.94465304500045,140.94465304500045,140.94465304500045,141.42773516600028,141.4470389570006,141.4470389570006,141.4470389570006,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.4470389570006,,,,,,,,,,,,,,,,,141.428194868,f,141.4470389570006,142.1454823540007,f,1,0.6957258069996897,None,142.14619169400066,142.1603083760001,142.1603083760001,142.1603083760001,142.64470024100046,142.6623287350003,142.6623287350003,142.6623287350003,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.6623287350003,,,,,,,,,,,,,,,,,142.64516465500037,j,142.6623287350003,143.2448004530006,j,1,0.5852566819994536,None,143.2456132090001,143.26151042100082,143.26151042100082,143.26151042100082,143.76055575300052,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.7794464890003,,,,,,,,,,,,,,,,,143.76101991200085,j,143.7794464890003,144.5286580560005,j,1,0.7454520599994794,None,144.52939296600016,144.54402796000068,144.54402796000068,144.54402796000068,145.0277237220007,145.04688127700047,145.04688127700047,145.04688127700047,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.04688127700047,,,,,,,,,,,,,,,,,145.02817573000084,j,145.04688127700047,145.71381975700024,j,1,0.6708609630004503,None,145.71490704200005,145.7304452190001,145.7304452190001,145.7304452190001,146.22667292799997,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2447852560008,,,,,,,,,,,,,,,,,146.22712605700053,j,146.2447852560008,147.19508649800082,j,1,0.9486587689998487,None,147.19582539300063,147.2120113840001,147.2120113840001,147.2120113840001,147.71093047500017,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.73009490100048,,,,,,,,,,,,,,,,,147.71139369400044,j,147.73009490100048,148.27795093400073,j,1,0.544261610999456,None,148.278651007,148.29348633900008,148.29348633900008,148.29348633900008,148.77811204800037,148.7956091470005,148.7956091470005,148.7956091470005,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7956091470005,,,,,,,,,,,,,,,,,148.77857270000004,j,148.7956091470005,149.34478573200067,j,1,0.5532123600005434,None,149.34549989600055,149.36122166400037,149.36122166400037,149.36122166400037,149.84490313100014,149.8626085750002,149.8626085750002,149.8626085750002,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8626085750002,,,,,,,,,,,,,,,,,149.84537525300038,j,149.8626085750002,150.37962346300083,j,1,0.5108430009995573,None,150.3804938100002,150.39437748199998,150.39437748199998,150.39437748199998,150.87836971100023,150.89639106400045,150.89639106400045,150.89639106400045,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.89639106400045,,,,,,,,,,,,,,,,,150.87883047000014,j,150.89639106400045,151.47835217400007,j,1,0.5775681900004201,None,151.4790708370001,151.49456635300066,151.49456635300066,151.49456635300066,151.97776997600067,151.99713111500023,151.99713111500023,151.99713111500023,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.99713111500023,,,,,,,,,,,,,,,,,151.9782380330007,f,151.99713111500023,152.57846856700053,j,0,0.5780674090001412,None,152.57919716700053,152.59517811600017,152.59517811600017,152.59517811600017,153.0936065880005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1134605570005,,,,,,,,,,,,,,,,,153.094074869,j,153.1134605570005,153.6458550110001,j,1,0.5448501599994415,None,153.64657354600058,153.66345596200063,153.66345596200063,153.66345596200063,154.1598653810006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.1781400660002,,,,,,,,,,,,,,,,,154.16031971600023,j,154.1781400660002,154.62863952099997,j,1,0.4555145630001789,None,154.62941303200023,154.64523914500023,154.64523914500023,154.64523914500023,155.143187613,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1617309580006,,,,,,,,,,,,,,,,,155.14367965600013,j,155.1617309580006,155.56176483500076,j,1,0.397285367999757,None,155.56278702000054,155.57701444300073,155.57701444300073,155.57701444300073,156.06085745000019,156.0807086520008,156.0807086520008,156.0807086520008,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0807086520008,,,,,,,,,,,,,,,,,156.0613095660001,f,156.0807086520008,157.03006278800058,j,0,0.9596526919995085,None,157.030796389,157.0489374480003,157.0489374480003,157.0489374480003,157.54345054900023,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.56258287000037,,,,,,,,,,,,,,,,,157.54390397000043,j,157.56258287000037,158.14573009300057,j,1,0.5924693360002493,None,158.14646862300015,158.16441046600085,158.16441046600085,158.16441046600085,158.66032942100082,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.67934699600028,,,,,,,,,,,,,,,,,158.6607939280002,j,158.67934699600028,159.24500448000072,j,1,0.5617567749995942,None,159.24572846900082,159.26012842900036,159.26012842900036,159.26012842900036,159.7440435110002,159.76211398500072,159.76211398500072,159.76211398500072,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.76211398500072,,,,,,,,,,,,,,,,,159.74456439200003,f,159.76211398500072,160.29526479600008,j,0,0.5383138820006934,None,160.2959763280005,160.31283746999998,160.31283746999998,160.31283746999998,160.81017585800055,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.82829078900068,,,,,,,,,,,,,,,,,160.8106453600003,j,160.82829078900068,161.32814732000043,j,1,0.5043059899999207,None,161.32887278199996,161.34641625800032,161.34641625800032,161.34641625800032,161.8434665320001,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.86286582000048,,,,,,,,,,,,,,,,,161.8439360150005,j,161.86286582000048,162.36156942700018,j,1,0.4952736269997331,None,162.3622748350008,162.3771444870008,162.3771444870008,162.3771444870008,162.86094007700012,162.87990518100014,162.87990518100014,162.87990518100014,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.87990518100014,,,,,,,,,,,,,,,,,162.86140762100058,j,162.87990518100014,163.3624353740006,j,1,0.48897246300020925,None,163.3631466300003,163.37847939200037,163.37847939200037,163.37847939200037,163.87830425600077,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.90570309100076,,,,,,,,,,,,,,,,,163.8788950850003,f,163.90570309100076,164.34554018100062,j,0,0.4535526679992472,None,164.34628519000034,164.36458468600085,164.36458468600085,164.36458468600085,164.86014522500045,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.8782746630004,,,,,,,,,,,,,,,,,164.86063562400068,j,164.8782746630004,165.51298452100036,j,1,0.6421596780000982,None,165.5138436950001,165.53210822600067,165.53210822600067,165.53210822600067,166.02718654199998,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.02725147,"{'i=': 8, 'n=': 2, 'len=': 9, 'fix=': 1}",166.04387367900017,,166.04387367900017,169.56226542500008,space,3.500124591999338,None,,,,,,,,,,,,,,,,,166.04387367900017,166.04387367900017,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
